WKT,fid,COUNTRY,NAME,ADDR1,ADDR2,ADDR3,ADDR4,ADDR5,CAT_MOD,STATE
POINT (-70.5848875 41.5455465),16335548,US,Maravista Beach,Menauhant Rd,"East Falmouth, MA  02536",United States,,,travel_and_leisure.beach,MA
POINT (-65.8390129 18.4317641),16341388,US,The Races Beach,187 PR-965,"Loíza, PR  00772",United States,,,travel_and_leisure.beach,PR
POINT (-84.8861238 45.9244516),16344070,US,Private Shoreline Beach- Stoney Point-manistique,Pointe aux Chenes Bay,"Moran Township, MI",United States,,,travel_and_leisure.beach,MI
POINT (-71.3985999 41.6839557),16349747,US,Oakland Beach,"Warwick, RI 02889",United States,,,,travel_and_leisure.beach,RI
POINT (-80.4414815 32.3642489),16354184,US,Hunting Island State Park Beach,Hunting Island,SC,United States,,,travel_and_leisure.beach,SC
POINT (-73.3409542 40.6301007),16354189,US,Cedar Beach,Ocean Pkwy,"Babylon, NY 11702",United States,,,travel_and_leisure.beach,NY
POINT (-122.750954 47.2927058),16359848,US,South Maple Hollow,16207 38th St NW,"Lakebay, WA  98349",United States,,,travel_and_leisure.beach,WA
POINT (-174.1144444 52.2280556),16364017,US,Aaguliigagim Tugimaga,Atka Island,AK,United States,,,travel_and_leisure.beach,AK
POINT (-82.2290183 35.4301637),16365724,US,Lake Lure Beach and Water Park,2724 Memorial Hwy,"Lake Lure, NC  28746",United States,,,travel_and_leisure.beach,NC
POINT (-89.5949714 46.826386),16365861,US,Public Shoreline Beach-sand Point,Lake Superior,MI,United States,,,travel_and_leisure.beach,MI
POINT (-79.8270541 32.7614518),16366573,US,Sullivans Island Beach Station 26,2601 Bayonne St,"Sullivans Island, SC  29482",United States,,,travel_and_leisure.beach,SC
POINT (-82.8275143 27.8211811),16367659,US,North Redington Beach,190 173rd Ave E,"Redington Shores, FL  33708",United States,,,travel_and_leisure.beach,FL
POINT (-95.5109054 35.2532871),16367944,US,Sissy beach,1000 Warren Rd,"Eufaula, OK  74432",United States,,,travel_and_leisure.beach,OK
POINT (-122.4105556 37.2713889),16367979,US,Sand Beach,"Pescadero, CA  94060",United States,,,,travel_and_leisure.beach,CA
POINT (-156.443506 20.6758778),16370987,US,Polo Beach,"4100 Wailea Alanui Dr
Wailea, HI 96753
United States",,,,,travel_and_leisure.beach,HI
POINT (-124.6320605 47.9035627),16372097,US,La Push Beach,320 Ocean Dr,"Forks, WA  98331",United States,,,travel_and_leisure.beach,WA
POINT (-86.2418235 44.6239974),16372453,US,Elberta Beach,"Benzie County, MI",United States,,,,travel_and_leisure.beach,MI
POINT (-69.9794515 41.7378392),16373449,US,Quanset Harbor,197 Quanset Rd,"Orleans, MA  02653",United States,,,travel_and_leisure.beach,MA
POINT (-122.8899633 47.7088271),16374628,US,Seal Rock Camground,Seal Rock Rd,"Brinnon, WA  98320",United States,,,travel_and_leisure.beach,WA
POINT (-69.9731626 41.248439),16376824,US,Low Beach,Nantucket Island,MA,United States,,,travel_and_leisure.beach,MA
POINT (-64.6274993 17.7883186),16377134,US,West Beach,,,,,,travel_and_leisure.beach,PR
POINT (-89.4111091 43.0580947),16380080,US,Vilas Beach,1501 Vilas Park Dr,"Madison, WI  53715",United States,,,travel_and_leisure.beach,WI
POINT (-72.7518779 41.2661747),16383399,US,Stony Creek Beach,195 Thimble Islands Rd,"Branford, CT  06405",United States,,,travel_and_leisure.beach,CT
POINT (-67.4854557 44.6108122),16383948,US,Roque Bluffs Beach,58–90 Schoppee Point Rd,"Roque Bluffs, ME  04654",United States,,,travel_and_leisure.beach,ME
POINT (-122.8031158 48.932819),16386559,US,South Birch Point,"Blaine, WA  98230",United States,,,,travel_and_leisure.beach,WA
POINT (-66.5100973 18.4770124),16387577,US,Boquillas Beach,"Manatí, PR  00674",United States,,,,travel_and_leisure.beach,PR
POINT (-73.9800115 40.3074768),16388445,US,Great Lawn Beach,8 Greeley Terr,"Long Branch, NJ  07740",United States,,,travel_and_leisure.beach,NJ
POINT (-64.9427037 18.3234166),16389059,US,Revenge Beach,16 Eastern Water Island Eastern,"St. Thomas, United States Virgin Islands  00802",United States,,,travel_and_leisure.beach,PR
POINT (-76.7108081 35.0090977),16389219,US,Styron Town Beach,"Merritt, NC  28556",United States,,,,travel_and_leisure.beach,NC
POINT (-77.4157795 34.4941662),16389947,US,Topsail Beach,124 New River Inlet Rd,"N Topsail Beach, NC  28460",United States,,,travel_and_leisure.beach,NC
POINT (-155.9114778 19.4233223),16392539,US,Hōnaunau Bay,,,,,,travel_and_leisure.beach,HI
POINT (-73.0569528 40.9656914),16399557,US,Port Jefferson Village West Beach,Beach Club Rd,"Port Jefferson, NY 11777",United States,,,travel_and_leisure.beach,NY
POINT (-159.4319444 21.8763889),16401546,US,Makawehi,"Koloa, HI  96756",United States,,,,travel_and_leisure.beach,HI
POINT (-67.6258333 45.2041667),16401662,US,Campbell Shore,"Princeton, ME  04668",United States,,,,travel_and_leisure.beach,ME
POINT (-81.2681437 29.8670731),16403724,US,Anastasia State Park Beach,"Saint Augustine, FL  32080",United States,,,,travel_and_leisure.beach,FL
POINT (-77.260453 37.9655362),16404774,US,Vir-Mar Beach,22473 File Rd,"Bowling Green, VA  22427",United States,,,travel_and_leisure.beach,VA
POINT (-85.1223806 46.7600613),16404953,US,Private Shoreline Beach- Leffingwell Point,Lake Superior,"Whitefish Township, MI",United States,,,travel_and_leisure.beach,MI
POINT (-72.0026565 43.4343717),16405387,US,Bucklin Beach,91 Little Sunapee Rd,"New London, NH  03257",United States,,,travel_and_leisure.beach,NH
POINT (-122.463891 37.496764),16407032,US,Miramar Beach,"Half Moon Bay, CA 94019",United States,,,,travel_and_leisure.beach,CA
POINT (-123.2766568 38.5325213),16407769,US,Ocean Cove,21780 CA-1,"Jenner, CA  95450",United States,,,travel_and_leisure.beach,CA
POINT (-82.243724 28.021934),16407888,US,Anna Marie Island,12902 Newsome Rd,"Dover, FL  33527",United States,,,travel_and_leisure.beach,FL
POINT (-80.0687134 26.3840271),16410110,US,City of Boca Raton,3001 N Ocean Blvd A1A,"Boca Raton, FL 33487",United States,,,travel_and_leisure.beach.dog_beach,FL
POINT (-86.3710248 30.3755595),16410825,US,Miramar Beach,1373 Scenic Gulf Dr,"Miramar Beach, FL  32550",United States,,,travel_and_leisure.beach,FL
POINT (-147.229135 64.770961),16414721,US,Chena River Lakes,"North Pole, AK  99705",United States,,,,travel_and_leisure.beach,AK
POINT (173.3731139 52.8560585),16415394,US,Schuler Beach,Attu Island,AK,United States,,,travel_and_leisure.beach,ME
POINT (-124.1626574 41.131675),16416054,US,Cannonball Beach,Rim Trail,"Trinidad, CA  95570",United States,,,travel_and_leisure.beach,CA
POINT (-70.0679877 41.6622524),16419023,US,Merkel Beach,23 Snow Inn Rd,"Harwich Port, MA 02646",United States,,,travel_and_leisure.beach,MA
POINT (-67.1329824 17.9518433),16420326,US,Playa La Pitahaya,"Llanos Costa, PR  00622",United States,,,,travel_and_leisure.beach,PR
POINT (-91.102198 42.798903),16429180,US,Mississippi River - Guttenburg,1119 N Third Ln,"Guttenberg, IA  52052",United States,,,travel_and_leisure.beach,IA
POINT (-66.8778883 18.4891605),16434283,US,Los Almendros Beach,"Camuy, PR 00627",United States,,,,travel_and_leisure.beach,PR
POINT (-124.3484509 43.3453888),16434828,US,Bastendorff Beach,63377 Bastendorf Beach Rd,"Coos Bay, OR  97420",United States,,,travel_and_leisure.beach,OR
POINT (-122.8262392 47.270342),16436328,US,"North Beach, Herron Island",Herron Island,WA,United States,,,travel_and_leisure.beach,WA
POINT (-117.6110458 33.4097438),16437822,US,Lasuen,2006 Calle de Los Alamos,"San Clemente, CA 92672",United States,,,travel_and_leisure.beach,CA
POINT (-87.7085203 43.72365),16439548,US,Whitcomb Ave,523 Whitcomb Ave,"Sheboygan, WI  53081",United States,,,travel_and_leisure.beach,WI
POINT (-117.9178081 33.6056544),16440378,US,Sunset Beach,1242 W Oceanfront,"Newport Beach, CA  92661",United States,,,travel_and_leisure.beach,CA
POINT (-72.8830758 40.7516102),16442551,US,Smith's Landing,21 Grandview Dr,"Shirley, NY  11967",United States,,,travel_and_leisure.beach,NY
POINT (-88.3443987 42.232359),16448341,US,Crystal Lake Main Beach,300 Lake Shore Dr,"Crystal Lake, IL  60014",United States,,,travel_and_leisure.beach,IL
POINT (-93.3037636 44.9283948),16451114,US,Lake Harriet North Beach,4101 Queen Ave S,"Minneapolis, MN  55410",United States,,,travel_and_leisure.beach,MN
POINT (-122.4944012 37.6332581),16456123,US,Pacifica Pier,2100 Beach Blvd,"Pacifica, CA  94044",United States,,,travel_and_leisure.beach,CA
POINT (-87.4384455 44.6036032),16458358,US,Crescent Beach,1025 Lake St,"Algoma, WI  54201",United States,,,travel_and_leisure.beach,WI
POINT (-81.2617823 31.3953748),16458650,US,Nanny Goat Beach,Sapelo Island,GA,United States,,,travel_and_leisure.beach,GA
POINT (-121.7958666 36.7835813),16465369,US,Salinas River State Beach,110 Monterey Dunes Way,"Moss Landing, CA  95039",United States,,,travel_and_leisure.beach,CA
POINT (-73.0266519 40.7459044),16468830,US,Corey Beach,1 Corey Ave,"Blue Point, NY 11715",United States,,,travel_and_leisure.beach,NY
POINT (-86.0762051 44.7616615),16475515,US,Lake Michigan-esch Road/otter Creek,Esch Road,"Honor, MI  49640",United States,,,travel_and_leisure.beach,MI
POINT (-155.8959854 19.3702435),16479161,US,Kalahiki Beach,"Captain Cook, HI  96704",United States,,,,travel_and_leisure.beach,HI
POINT (-79.1192919 33.4322353),16487870,US,Pawleys Pier Beach,,,,,,travel_and_leisure.beach,SC
POINT (-122.513717 47.8627697),16491853,US,Eglon Beach,33001 Eglon Rd NE,"Kingston, WA 98346",United States,,,travel_and_leisure.beach,WA
POINT (-73.8399766 40.5763584),16493520,US,Rockaway Beach and Boardwalk,125-58 Ocean Promenade,"New York, NY  11694",United States,,,travel_and_leisure.beach,NY
POINT (-75.0855388 38.329892),16500596,US,2nd Street Beach,200 S Atlantic Ave,"Ocean City, MD 21842",United States,,,travel_and_leisure.beach,MD
POINT (-72.0700577 41.3199902),16502425,US,Shenecossett Beach Club,115 Beach Pond Rd,"Groton, CT  06340",United States,,,travel_and_leisure.beach,CT
POINT (-124.0626812 44.6427655),16502429,US,Nye Beach,"NW Beach Dr
Newport, OR  97365
United States",,,,,travel_and_leisure.beach,OR
POINT (-73.7093782 40.5837788),16506352,US,East Atlantic Beach,11 Dune Rd,"Atlantic Beach, NY  11509",United States,,,travel_and_leisure.beach,NY
POINT (-88.232898 42.6864316),16506487,US,Cedar Park Beach,3306 Shore Dr,"Burlington, WI  53105",United States,,,travel_and_leisure.beach,WI
POINT (-75.0885916 38.7952192),16508944,US,Cape Henelopen Beach,,,,,,travel_and_leisure.beach,DE
POINT (-122.5718235 40.6171941),16512400,US,Brandy Creek Beach,"Whiskeytown , CA 96095",United States,,,,travel_and_leisure.beach,CA
POINT (-118.382067 33.7422676),16516090,US,Abalone Cove Beach,5970 Palos Verdes Dr S,"Rancho Palos Verdes, CA  90275",United States,,,travel_and_leisure.beach,CA
POINT (-80.2282673 27.3259584),16518274,US,Ocean Bay Beachside,7600 S Ocean Dr,"Jensen Beach, FL  34957",United States,,,travel_and_leisure.beach,FL
POINT (-67.2135578 17.9795072),16521074,US,Playa Águila,,,,,,travel_and_leisure.beach,PR
POINT (-84.4631397 45.9689243),16524113,US,Wetland Shoreline-st. Martin Point,"Hessel, MI  49745",United States,,,,travel_and_leisure.beach,MI
POINT (-71.8663786 41.7307496),16526890,US,Moosup Pond Beach,444–598 Moosup Pond Rd,"Moosup, CT  06354",United States,,,travel_and_leisure.beach,CT
POINT (-72.0672453 43.4301236),16533946,US,Lake Sunapee Georges Mill Tb,16 Cooper St,"Sunapee, NH  03782",United States,,,travel_and_leisure.beach,NH
POINT (-79.1038889 33.4566667),16535463,US,Litchfield Beach,1071 Norris Dr,"Pawleys Island, SC  29585",United States,,,travel_and_leisure.beach,SC
POINT (-73.2392409 44.4917691),16542222,US,North Beach,60 Institute Rd,"Burlington, VT  05408",United States,,,travel_and_leisure.beach,VT
POINT (-71.918167 43.240528),16542612,US,Massasecum Lake French's Park Tb,36 Frenchs Park Rd,"Bradford, NH  03221",United States,,,travel_and_leisure.beach,NH
POINT (-159.54615 22.223353),16545775,US,Kepuhi Beach,"4401 Alamoo Rd
Halele'a, HI  96741
United States",,,,,travel_and_leisure.beach,HI
POINT (-71.3859618 41.5383566),16548096,US,Shores Beach,311 Seaside Dr,"Jamestown, RI  02835",United States,,,travel_and_leisure.beach,RI
POINT (-87.8993586 47.4748831),16549930,US,Agate Beach,Harbor Coast Ln,"Copper Harbor, MI  49918",United States,,,travel_and_leisure.beach,MI
POINT (-80.9161485 31.9447404),16550351,US,Williamson Island,Little Tybee Island,GA,United States,,,travel_and_leisure.beach,GA
POINT (-81.3975012 30.3667195),16551671,US,Manhattan Beach,500 Wonderwood Dr,"Jacksonville, FL  32233",United States,,,travel_and_leisure.beach,FL
POINT (-85.3624887 46.090079),16552024,US,Public Shoreline Beach- State Forest Matrix Pt,Garfield Township,Mackinac County,Michigan,United States,,travel_and_leisure.beach,MI
POINT (-75.061199 38.393636),16553107,US,Ocean City Beach,7300 Atlantic Ave,"Ocean City, MD  21842",United States,,,travel_and_leisure.beach,MD
POINT (-87.2689497 41.6195201),16554030,US,Lake Street Beach,,,,,,travel_and_leisure.beach,IN
POINT (-98.231653 29.89925),16555793,US,Canyon Park Beach,SW Canyon Park Rd,"Canyon Lake, TX  78133",United States,,,travel_and_leisure.beach,TX
POINT (-86.4820854 43.5195721),16557732,US,Public Shoreline Beach-big Huron River,6957 S Scenic Dr,"New Era, MI  49446",United States,,,travel_and_leisure.beach,MI
POINT (-82.1941051 26.5255666),16559255,US,Upper Captiva Island,14790 Captiva Dr,"Captiva, FL  33924",United States,,,travel_and_leisure.beach,FL
POINT (-94.5231897 29.4983493),16562071,US,Caplen,Bolivar Peninsula,TX,United States,,,travel_and_leisure.beach,TX
POINT (-74.1280174 39.9285219),16564383,US,Ocean Gate,500 E Riviera Ave,"Ocean Gate, NJ  08740",United States,,,travel_and_leisure.beach,NJ
POINT (-86.4527464 43.9373999),16564696,US,South Pier Beach,1100 S Lakeshore Dr,"Ludington, MI  49431",United States,,,travel_and_leisure.beach,MI
POINT (-97.1934378 27.6321458),16565070,US,Newport Pass Beach,Gulf Beach Rd,"Port Aransas, TX 78418",United States,,,travel_and_leisure.beach,TX
POINT (-71.3870963 41.5364761),16565193,US,Head's Beach,319 Seaside Dr,"Jamestown, RI  02835",United States,,,travel_and_leisure.beach,RI
POINT (-71.7426753 42.5771178),16570501,US,Lunenburg Town Beach,267 Prospect St,"Lunenburg, MA  01462",United States,,,travel_and_leisure.beach,MA
POINT (-80.39203 27.7555603),16571719,US,Sea Oaks The Village,8860 N Sea Oaks Way,"Vero Beach, FL  32963",United States,,,travel_and_leisure.beach,FL
POINT (-73.209589 42.189925),16572038,US,Lake Garfield Beach,78 Tyringham Rd,"Monterey, MA  01245",United States,,,travel_and_leisure.beach,MA
POINT (-122.0079641 36.9633317),16572936,US,Seabright State Beach,1305 E Cliff Dr,"Santa Cruz, CA  95062",United States,,,travel_and_leisure.beach,CA
POINT (-82.4417871 41.3935116),16573650,US,Beulah Beach,6101 W Lake Rd,"Vermilion, OH  44089",United States,,,travel_and_leisure.beach,OH
POINT (-122.5955124 47.6127071),16574965,US,Illahee Pier,5480 Illahee Rd NE,"Bremerton, WA  98311",United States,,,travel_and_leisure.beach,WA
POINT (-77.1844989 43.2823138),16578101,US,Pultneyville Mariners Beach,4163 Mill St,"Williamson, NY  14589",United States,,,travel_and_leisure.beach,NY
POINT (-166.3877778 53.8441667),16580659,US,Chaluuknax,Unalaska Island,AK,United States,,,travel_and_leisure.beach,AK
POINT (-74.2389643 39.5707719),16581815,US,Bay Beach And Swings,842–870 Boat Ramp Dr,"Beach Haven, NJ  08092",United States,,,travel_and_leisure.beach,NJ
POINT (-76.2732424 37.0924986),16586200,US,Grandview Beach,"Hampton, VA 23664",United States,,,,travel_and_leisure.beach,VA
POINT (-118.887713 34.0388624),16586776,US,La Piedra State Beach,32628 Pacific Coast Hwy,"Malibu, CA  90265",United States,,,travel_and_leisure.beach,CA
POINT (-73.0720693 40.7242138),16587557,US,Sayville Bathing Beach,70 Browns River Rd,"Sayville, NY 11782",United States,,,travel_and_leisure.beach,NY
POINT (-65.444337 18.0923878),16588518,US,Playa Navio,,,,,,travel_and_leisure.beach,PR
POINT (-74.848609 38.9556128),16590306,US,Diamond Beach,9905 Seapointe Blvd,"Wildwood, NJ 08260",United States,,,travel_and_leisure.beach,NJ
POINT (-70.4972597 41.7797889),16591865,US,Scusset Beach,20 Scusset Beach Rd,"Sagamore Beach, MA  02562",United States,,,travel_and_leisure.beach,MA
POINT (-86.9271487 45.3980931),16592366,US,School House Beach,1860 School House Beach Rd,"Washington Island, WI 54246",United States,,,travel_and_leisure.beach,WI
POINT (-68.3697161 44.1087692),16592528,US,Middle Beach,,,,,,travel_and_leisure.beach,ME
POINT (-120.0399524 39.2384192),16593920,US,Moon Dune Beach,7530 N Lake Blvd,"Tahoe Vista, CA  96148",United States,,,travel_and_leisure.beach,CA
POINT (-89.3722585 43.0934488),16596806,US,Tenney Park Beach,1330 Sherman Ave,"Madison, WI  53703",United States,,,travel_and_leisure.beach,WI
POINT (-76.5220728 38.8964984),16598477,US,Ponder Cove Beach Club,1095 Grandview Dr,"Edgewater, MD  21037",United States,,,travel_and_leisure.beach,MD
POINT (-175.3320736 52.0246447),16601665,US,Kmisxam-Tugimaga,Atka Island,AK,United States,,,travel_and_leisure.beach,AK
POINT (-80.121156 25.9091173),16608482,US,Haulover Beach,"10800 Collins Ave
Miami Beach, FL 33154
United States",,,,,travel_and_leisure.beach,FL
POINT (-92.3290685 44.5289476),16610905,US,Florence Township Beach,28838 Lake Avenue Way,"Frontenac, MN  55026",United States,,,travel_and_leisure.beach,MN
POINT (-93.4377778 43.1122222),16611840,US,Dodges Beach,4010 240th St,"Clear Lake, IA  50428",United States,,,travel_and_leisure.beach,IA
POINT (-93.5192245 44.9688514),16613385,US,Wayzata Beach,220 Grove Ln E,"Wayzata, MN 55391",United States,,,travel_and_leisure.beach,MN
POINT (-76.5411111 35.5313889),16619119,US,Bible Shore,202 E DOWRY CRK,"Belhaven, NC  27810",United States,,,travel_and_leisure.beach,NC
POINT (-76.1473587 36.2892097),16620915,US,"Pasquotank R., Camden, Whitehall Shores",504 Whitehall Rd,"Camden, NC  27921",United States,,,travel_and_leisure.beach,NC
POINT (-65.0156799 18.3456227),16627957,US,Fortuna Bay Beach,4-2-24-1 Mario Lewis Dr,"St. Thomas, United States Virgin Islands  00802",United States,,,travel_and_leisure.beach,PR
POINT (-121.1139228 35.575138),16631228,US,Moonstone Beach,6216 Moonstone Beach Dr,"Cambria, CA  93428",United States,,,travel_and_leisure.beach,CA
POINT (-82.7069157 43.9440116),16634965,US,Private Shoreline Beach-hardwood Point,4200–4298 Huron St,"Port Hope, MI  48468",United States,,,travel_and_leisure.beach,MI
POINT (-86.215 42.9044444),16639102,US,Mountain Beach,7433 Margaret Ave,"West Olive, MI  49460",United States,,,travel_and_leisure.beach,MI
POINT (-88.5816745 47.2428365),16640810,US,Private Shoreline Beach-south Of Stony Lake,19684 M-203,"Hancock, MI  49930",United States,,,travel_and_leisure.beach,MI
POINT (-121.9637293 36.5884826),16641007,US,Seal Rock Creek beach,3105 17 Mile Dr,"Pebble Beach, CA  93953",United States,,,travel_and_leisure.beach,CA
POINT (-89.539136 42.97919),16642552,US,Fireman's Park Beach,570 Bruce St,"Verona, WI  53593",United States,,,travel_and_leisure.beach,WI
POINT (-76.5477783 38.93828),16644940,US,Londontown At Silverrun Private Beach,413–417 Shore Dr,"Edgewater, MD 21037",United States,,,travel_and_leisure.beach,MD
POINT (-92.015085 35.5343436),16646749,US,Old Highway 25 Park Beach,AR-25S,"Tumbling Shoals, AR  72581",United States,,,travel_and_leisure.beach,AR
POINT (-118.5099506 34.0195144),16647801,US,Sorrento Beach,"930 Ocean Front Walk
Santa Monica, CA  90402
United States",,,,,travel_and_leisure.beach,CA
POINT (-95.3333212 45.9122183),16659076,US,Lake Le Homme Dieu Beach,2515 MN-29,"Alexandria, MN  56308",United States,,,travel_and_leisure.beach,MN
POINT (-64.8677719 18.3462829),16661453,US,Pineapple Beach,6880 Estate Smith Bay,"St. Thomas, United States Virgin Islands 00802",United States,,,travel_and_leisure.beach,PR
POINT (-74.4580879 41.1706698),16663038,US,Beach 3,1109 Lakeside Dr E,"Highland Lakes, NJ 07422",United States,,,travel_and_leisure.beach,NJ
POINT (-100.7640269 41.0192099),16665213,US,South Beach,102 S Maloney Dr,"North Platte, NE  69101",United States,,,travel_and_leisure.beach,NE
POINT (-66.398219 18.4929357),16668206,US,Vega Baja Beach,EE14–EE98 Avenida Sol,"Vega Baja, PR  00693",United States,,,travel_and_leisure.beach,PR
POINT (-118.991093 47.943274),16669115,US,Crescent Bay On Lake Roosevelt,"Grand Coulee, WA  99133",United States,,,,travel_and_leisure.beach,WA
POINT (-70.6774233 42.6043332),16670960,US,Halfmoon Beach,25-99 Hough Ave,"Gloucester, MA 01930",United States,,,travel_and_leisure.beach,MA
POINT (-82.6300031 27.7515222),16672185,US,Beach,2042 Beach Dr SE,"Saint Petersburg, FL  33705",United States,,,travel_and_leisure.beach,FL
POINT (-70.1586451 43.6797662),16674407,US,South Beach,209 Beach Ave,"Long Island, ME  04050",United States,,,travel_and_leisure.beach,ME
POINT (-86.0259381 44.9046013),16676118,US,Glen Harbor Beach,5213 S Glen Haven Rd,"Glen Arbor, MI  49636",United States,,,travel_and_leisure.beach,MI
POINT (-103.5624263 43.8461576),16680128,US,Sylvan Lake Beach,Sylvan Lake Shore Trail,"Custer, SD  57730",United States,,,travel_and_leisure.beach,SD
POINT (-159.4597775 21.8758514),16680176,US,Waiohai Beach Park,2401 Hoʻonani Rd,"Koloa, HI  96756",United States,,,travel_and_leisure.beach,HI
POINT (-124.0698931 41.3926066),16689171,US,Gold Bluffs Beach,"Orick, CA",United States,,,,travel_and_leisure.beach,CA
POINT (-121.9295995 36.5517133),16691088,US,Carmel Beach,5–21 Scenic Rd,"Carmel, CA 93921",United States,,,travel_and_leisure.beach,CA
POINT (-117.7959704 33.5455054),16695374,US,Fisherman’s Cove Beach,665 Cliff Dr,"Laguna Beach, CA  92651",United States,,,travel_and_leisure.beach,CA
POINT (-70.6303971 41.7569757),16704922,US,Indian Mound Beach,17 Wychunas Ave,"Buzzards Bay, MA  02532",United States,,,travel_and_leisure.beach,MA
POINT (-72.4081635 41.2774678),16708689,US,Chalker Beach,20 Beach Rd W,"Old Saybrook, CT  06475",United States,,,travel_and_leisure.beach,CT
POINT (-85.3956758 44.9337664),16709242,US,Private Shoreline Beach-north Rogers City,6886 W Harbor Dr,"Elk Rapids, MI  49629",United States,,,travel_and_leisure.beach,MI
POINT (-73.9836166 40.2746615),16717448,US,Plaza Court Beach,851 Ocean Ave,"Long Branch, NJ  07740",United States,,,travel_and_leisure.beach,NJ
POINT (-86.2030327 42.0808138),16720930,US,Round Lake Public Beach,93298 County Road 690,"Dowagiac, MI  49047",United States,,,travel_and_leisure.beach,MI
POINT (-80.6986652 32.1906033),16722265,US,Archer’s Cove,"Hilton Head Island, SC  29928",United States,,,,travel_and_leisure.beach,SC
POINT (-122.4107857 37.9416849),16727375,US,Point Molate Beach,527 Western Dr,"Richmond, CA 94801",United States,,,travel_and_leisure.beach,CA
POINT (-117.2547841 32.7459913),16730190,US,Ocean Beach Tide Pools,1779 Ocean Front St,"San Diego, CA  92107",United States,,,travel_and_leisure.beach,CA
POINT (-77.4108101 34.4963833),16732834,US,North Topsail Beach,514 New River Inlet Rd,"N Topsail Beach, NC  28460",United States,,,travel_and_leisure.beach,NC
POINT (-87.30479 30.450701),16734196,US,Johnson's Beach,4661 Oakland Cir,"Pensacola, FL  32526",United States,,,travel_and_leisure.beach,FL
POINT (-72.9711206 41.2395157),16734692,US,South Street Beach,525 Ocean Ave,"West Haven, CT  06516",United States,,,travel_and_leisure.beach,CT
POINT (-87.8508779 47.4732895),16737109,US,Private Shoreline Beach-pagel Point,9633–9799 Woodland Rd,"Copper Harbor, MI  49918",United States,,,travel_and_leisure.beach,MI
POINT (-87.6113898 46.5113167),16737582,US,Teal Lake Beach,370 US-41 E,"Negaunee, MI  49866",United States,,,travel_and_leisure.beach,MI
POINT (-66.2367384 18.4678174),16738357,US,Playa El Unico,PR-165,"Dorado, PR  00646",United States,,,travel_and_leisure.beach,PR
POINT (-72.796367 41.2602255),16742383,US,Limewood Beach,Limewood Ave,"Branford, CT 06405",United States,,,travel_and_leisure.beach,CT
POINT (-76.8113923 37.2392294),16742761,US,First Colony Beach and Marina,94 Shellbank Dr,"Williamsburg, VA  23185",United States,,,travel_and_leisure.beach,VA
POINT (-74.0794529 39.9496737),16747567,US,Beach House Studio,417 Tunney Ave,"Seaside Heights, NJ  08751",United States,,,travel_and_leisure.beach,NJ
POINT (-86.6552655 46.4136664),16747868,US,Munising Beach,206 City Park Dr,"Munising, MI  49862",United States,,,travel_and_leisure.beach,MI
POINT (-122.4079752 47.6695147),16750506,US,W Sheridan St End,5454 39th Ave W,"Seattle, WA  98199",United States,,,travel_and_leisure.beach,WA
POINT (-81.2644232 31.390482),16756677,US,Nannygoat Beach Pavilion,Beach Rd,"Sapelo Island, GA  31327",United States,,,travel_and_leisure.beach,GA
POINT (-122.4820989 47.4801906),16756988,US,Fern Cove,11408 SW Cedarhurst Rd,"Vashon, WA  98070",United States,,,travel_and_leisure.beach,WA
POINT (-75.0588405 38.4032271),16766773,US,Nick's Beach Stand,8500 Coastal Hwy,"Ocean City, MD  21842",United States,,,travel_and_leisure.beach,MD
POINT (-71.3025124 41.4600778),16769224,US,Ruggles Beach,Cliff Walk,RI,United States,,,travel_and_leisure.beach,RI
POINT (-157.6693439 21.287335),16775846,US,Wawamalu Beach,8549 Kalanianaole Hwy,"Honolulu, HI 96825",United States,,,travel_and_leisure.beach,HI
POINT (-74.7894145 38.9991956),16778181,US,The Beach,501–523 John F Kennedy Beach Dr,"Wildwood, NJ  08204",United States,,,travel_and_leisure.beach,NJ
POINT (-80.1220374 25.8092064),16779485,US,36th Street Park,3501 Collins Ave,"Miami Beach, FL  33140",United States,,,travel_and_leisure.beach,FL
POINT (-82.7163735 27.7478477),16780588,US,Downtown Gulfport,2100 Gray St S,"Gulfport, FL  33707",United States,,,travel_and_leisure.beach,FL
POINT (-87.8788716 42.992981),16782699,US,South Shore Beach,2900 S Shore Dr,"Milwaukee, WI  53207",United States,,,travel_and_leisure.beach,WI
POINT (-74.1369224 39.7041223),16787343,US,Harvey Cedars Bay Beach,7606 Long Beach Blvd,"Harvey Cedars, NJ  08008",United States,,,travel_and_leisure.beach,NJ
POINT (-159.4595703 21.8757886),16788966,US,Kiahuna Beach,"Koloa, HI 96756",United States,,,,travel_and_leisure.beach,HI
POINT (-157.8573851 21.5577753),16790318,US,Makaua Beach,51-570–51-578 Kamehameha Hwy,"Kaaawa, HI  96730",United States,,,travel_and_leisure.beach,HI
POINT (-117.7412617 33.4977182),16790649,US,Thousand Steps Beach,31972 Coast Hwy,"Laguna Beach, CA 92651",United States,,,travel_and_leisure.beach,CA
POINT (-86.2374701 41.707042),16795010,US,St. Joseph Beach,319 Duncan Student Center,"Notre Dame, IN 46556",United States,,,travel_and_leisure.beach,IN
POINT (-84.1227732 45.5250369),16795477,US,Golden Beach,15911 Sunrise Ln,MI  49759,United States,,,travel_and_leisure.beach,MI
POINT (-93.6997984 47.3878145),16795997,US,Moose Lake Beach,39576–40054 CR-19,"Deer River, MN  56636",United States,,,travel_and_leisure.beach,MN
