fid,name,latitude,longitude,formatted_address,street_number,route,city,county,state,zip,country,governing_jurisdiction,governing_body,geocode_status,raw_addr1,raw_addr2,raw_addr3,raw_addr4,raw_addr5
15617989,The Great Beach,38.081745,-122.97306,"32JG+MQ Inverness, CA, USA",,,Inverness,Marin County,California,,United States,municipal,City of Inverness,OK,25000 Sir Francis Drake Blvd,"Inverness, CA  94937",United States,,
15626772,Executive Surfing Club,32.6835574,-117.1837531,"901 Ocean Blvd, Coronado, CA 92118, USA",901,Ocean Boulevard,Coronado,San Diego County,California,92118,United States,municipal,City of Coronado,OK,827 Tolita Ave,"Coronado, CA  92118",United States,,
15651843,Three Mile Beach,36.9617036,-122.1126163,"XV6P+MX Santa Cruz, CA, USA",,,Santa Cruz,Santa Cruz County,California,,United States,municipal,City of Santa Cruz,OK,"Santa Cruz, CA  95060",United States,,,
15742536,Arroyo Quemada Beach,34.4620447,-120.04907,"FX62+R9 Capitan, CA, USA",,,Capitan,Santa Barbara County,California,93117,United States,municipal,City of Capitan,OK,400 Arroyo Quemada Lane,"Goleta, CA 93117",United States,,
15744198,Pismo State Beach,35.106077,-120.6309557,"100 Pier Ave, Oceano, CA 93445, USA",100,Pier Avenue,Oceano,San Luis Obispo County,California,93445,United States,state,California State Parks,OK,555 Pier Ave,"Oceano, CA 93445",United States,,
15793019,The Slot,36.5137664,-121.9457047,"G373+GP Carmel Highlands, CA, USA",,,Carmel Highlands,Monterey County,California,93923,United States,municipal,City of Carmel Highlands,OK,South Shore Trail,"Carmel, CA  93923",United States,,
15800688,Ten Mile River,39.5556889,-123.7669601,"32824 Ocean Meadows Cir, Fort Bragg, CA 95437, USA",32824,Ocean Meadows Circle,Fort Bragg,Mendocino County,California,95437,United States,municipal,City of Fort Bragg,OK,32824 Ocean Meadows Cir,"Fort Bragg, CA  95437",United States,,
15808858,Glass Beach,39.4949065,-123.7939215,"F6V4+XC Cleone, CA, USA",,,Cleone,Mendocino County,California,95437,United States,municipal,City of Cleone,OK,Haul Road Trail,"Fort Bragg, CA  95437",United States,,
15823706,Manor Beach,37.650029,-122.4930035,"1 Manor Dr, Pacifica, CA 94044, USA",1,Manor Drive,Edgemar - Pacific Manor,San Mateo County,California,94044,United States,municipal,City of Edgemar - Pacific Manor,OK,,,,,
15830585,Johnson's Beach,38.5000865,-122.9979354,"16215 First St, Guerneville, CA 95446, USA",16215,First Street,Guerneville,Sonoma County,California,95446,United States,municipal,City of Guerneville,OK,"16215 and 16217 First St
Guerneville, CA  95446
United States",,,,
15862633,Egret Beach,37.7877362,-122.2624332,"1 6th Ave, Oakland, CA 94606, USA",1,6th Avenue,Downtown Oakland,Alameda County,California,94606,United States,municipal,City of Downtown Oakland,OK,2–62 5th Ave,"Oakland, CA  94606",United States,,
15949828,Ginger Rogers Beach,34.0261381,-118.5187367,"14800 Pacific Coast Hwy, Santa Monica, CA 90402, USA",14800,Pacific Coast Highway,Pacific Palisades,Los Angeles County,California,90402,United States,municipal,City of Pacific Palisades,OK,14710 CA-1,"Pacific Palisades, CA 90402",United States,,
15963130,Gamboa Point Beach,36.0533506,-121.5889673,"3C36+8C Lucia, CA, USA",,,Lucia,Monterey County,California,93920,United States,municipal,City of Lucia,OK,Cabrillo Hwy,"Big Sur, CA 93920",United States,,
15963379,Moss Cove,33.5253014,-117.7689582,"2191 Ocean Way, Laguna Beach, CA 92651, USA",2191,Ocean Way,Laguna Beach,Orange County,California,92651,United States,municipal,City of Laguna Beach,OK,139 Moss St,"Laguna Beach, CA  92651",United States,,
15971596,Shaw's Cove,33.5457491,-117.7982693,"989 Cliff Dr, Laguna Beach, CA 92651, USA",989,Cliff Drive,Laguna Beach,Orange County,California,92651,United States,municipal,City of Laguna Beach,OK,1009 Cliff Dr,"Laguna Beach, CA  92651",United States,,
15983705,Malibu Surfrider Beach,34.0355906,-118.6782861,"23050 Pacific Coast Hwy, Malibu, CA 90265, USA",23050,Pacific Coast Highway,Eastern Malibu,Los Angeles County,California,90265,United States,municipal,City of Eastern Malibu,OK,,,,,
15985384,Hobie Beach,34.1608264,-119.2219332,"3024 Lakeshore Ct, Oxnard, CA 93035, USA",3024,Lakeshore Court,Silver Strand,Ventura County,California,93035,United States,municipal,City of Silver Strand,OK,2974-3098 S Victoria Ave,"Oxnard, CA 93035",United States,,
15985643,Stump Beach,38.5817252,-123.3352393,"HMJ7+MW Timber Cove, CA, USA",,,Timber Cove,Sonoma County,California,,United States,municipal,City of Timber Cove,OK,25050 Highway 1,"Jenner, CA 95450",United States,,
15992054,Mara Beach,36.5387992,-121.9287586,"26598 Scenic Rd, Carmel, CA 93923, USA",26598,Scenic Road,Carmel,Monterey County,California,93923,United States,municipal,City of Carmel,OK,26495 Scenic Rd,"Carmel, CA  93923",United States,,
15996743,Leo Carrillo State Park Beach,34.045334,-118.9433735,"11446 Tongareva St, Malibu, CA 90265, USA",11446,Tongareva Street,Malibu,Ventura County,California,90265,United States,state,California State Parks,OK,Beach Access Rd,"Malibu, CA  90265",United States,,
16006490,Hidden Beach,36.5104774,-121.9413797,"G365+5C Carmel Highlands, CA, USA",,,Carmel Highlands,Monterey County,California,93923,United States,municipal,City of Carmel Highlands,OK,South Shore Trail,"Carmel, CA  93923",United States,,
16006701,Pebble Beach,38.1286955,-122.8871495,"44H7+F4 Inverness, CA, USA",,,Inverness,Marin County,California,,United States,municipal,City of Inverness,OK,1208 Pierce Point Rd,"Inverness, CA  94937",United States,,
16032487,Lindsie Beach,32.7135355,-117.2352927,"2820 Noren Pl, San Diego, CA 92106, USA",2820,Noren Place,Point Loma,San Diego County,California,92106,United States,municipal,City of Point Loma,OK,2820 Noren Pl,"San Diego, CA  92106",United States,,
16033539,Duncan's Landing,38.3945101,-123.0950368,"6545 CA-1, Bodega Bay, CA 94923, USA",6545,California 1,Bodega Bay,Sonoma County,California,94923,United States,municipal,City of Bodega Bay,OK,6947 Cliff Ave,"Bodega Bay, CA  94923",United States,,
16042199,Rippers Cove,33.4262869,-118.4344174,"CHG8+G6 Two Harbors, CA, USA",,,Two Harbors,Los Angeles County,California,90704,United States,municipal,City of Two Harbors,OK,Santa Catalina Island,CA,United States,,
16045987,Santa Cruz Harbor Beach,36.9622305,-122.0009422,"2222 E Cliff Dr STE 100, Santa Cruz, CA 95062, USA",2222,East Cliff Drive,Santa Cruz,Santa Cruz County,California,95062,United States,municipal,City of Santa Cruz,OK,2222 E Cliff Dr,"Santa Cruz, CA  95062",United States,,
16049577,Solimar Beach,34.3085075,-119.3544793,"2800 Pacific Coast Hwy, Ventura, CA 93001, USA",2800,Pacific Coast Highway,Ventura,Ventura County,California,93001,United States,municipal,City of Ventura,OK,2808 Pacific Coast Hwy,"Ventura, CA  93001",United States,,
16074877,Elkhorn Slough State Marine Reserve,36.8044003,-121.7868953,"7532 Sandholdt Rd, Moss Landing, CA 95039, USA",7532,Sandholdt Road,Moss Landing,Monterey County,California,95039,United States,state,California State Parks,OK,,,,,
16082687,Sandy Beach,39.2394496,-120.0515771,"6834 N Lake Blvd, Tahoe Vista, CA 96148, USA",6834,North Lake Boulevard,Tahoe Vista,Placer County,California,96148,United States,municipal,City of Tahoe Vista,OK,6870 N Lake Blvd,"Tahoe Vista, CA  96148",United States,,
16103545,Vista Del Mar Beach,35.1567692,-120.6781029,"1956 Ocean Blvd, Pismo Beach, CA 93449, USA",1956,Ocean Boulevard,Shell Beach,San Luis Obispo County,California,93449,United States,municipal,City of Shell Beach,OK,300 Vista Del Mar Ave,"Pismo Beach, CA  93449",United States,,
16138845,Three Arch Bay Beach,33.4886232,-117.7347104,"33 Bay Dr, Laguna Beach, CA 92651, USA",33,Bay Drive,Laguna Beach,Orange County,California,92651,United States,municipal,City of Laguna Beach,OK,Three Arch Bay,33 Bay Dr,"Laguna Beach, CA  92651",United States,
16150155,Redondo Beach Breakwall,33.8508904,-118.3988625,"228 Yacht Club Way, Redondo Beach, CA 90277, USA",228,Yacht Club Way,South Redondo,Los Angeles County,California,90277,United States,municipal,City of South Redondo,OK,231 Yacht Club Way,"Redondo Beach, CA  90277",United States,,
16198989,Gladiator Beach,33.3254393,-117.497731,"8GG2+5W Agra, CA, USA",,,Agra,San Diego County,California,,United States,municipal,City of Agra,OK,"Fallbrook, CA  92028",United States,,,
16267048,High Bluff Beach,41.5331094,-124.0799526,"4301 Klamath Beach Rd, Klamath, CA 95548, USA",4301,Klamath Beach Road,Klamath,Del Norte County,California,95548,United States,municipal,City of Klamath,OK,Klamath River,"Klamath, CA",United States,,
16268292,Pelican Point,34.1206482,-119.0947826,"2113 Tomahawk Dr, Port Hueneme, CA 93041, USA",2113,Tomahawk Drive,Port Hueneme,Ventura County,California,93041,United States,municipal,City of Port Hueneme,OK,311 Main Rd,"Oxnard, CA  93042",United States,,
16276554,Stinson Beach,37.8991484,-122.6457399,"25 Cll Del Resaca, Stinson Beach, CA 94970, USA",25,Calle Del Resaca,Stinson Beach,Marin County,California,94970,United States,municipal,City of Stinson Beach,OK,Stinson Beach,"Stinson Beach, CA  94970",United States,,
16320507,Save Our Shores,36.9660942,-122.0010836,"345 Lake Ave # A, Santa Cruz, CA 95062, USA",345,Lake Avenue,Santa Cruz,Santa Cruz County,California,95062,United States,municipal,City of Santa Cruz,OK,345 Lake Ave,Ste A,"Santa Cruz, CA  95062",United States,
16367979,Sand Beach,37.2713889,-122.4105556,"7HCQ+HQ Pescadero, CA, USA",,,Pescadero,San Mateo County,California,,United States,municipal,City of Pescadero,OK,"Pescadero, CA  94060",United States,,,
16407032,Miramar Beach,37.496764,-122.463891,"115 Magellan Ave, El Granada, CA 94018, USA",115,Magellan Avenue,El Granada,San Mateo County,California,94018,United States,municipal,City of El Granada,OK,"Half Moon Bay, CA 94019",United States,,,
16407769,Ocean Cove,38.5325213,-123.2766568,"GPMF+28 Timber Cove, CA, USA",,,Timber Cove,Sonoma County,California,,United States,municipal,City of Timber Cove,OK,21780 CA-1,"Jenner, CA  95450",United States,,
16416054,Cannonball Beach,41.131675,-124.1626574,"4RJP+MW Sue-meg State Park, CA, USA",,,Sue-meg State Park,Humboldt County,California,95570,United States,municipal,City of Sue-meg State Park,OK,Rim Trail,"Trinidad, CA  95570",United States,,
16437822,Lasuen,33.4097438,-117.6110458,"2014 Calle De Los Alamos, San Clemente, CA 92672, USA",2014,Calle De Los Alamos,San Clemente,Orange County,California,92672,United States,municipal,City of San Clemente,OK,2006 Calle de Los Alamos,"San Clemente, CA 92672",United States,,
16440378,Sunset Beach,33.6056544,-117.9178081,"1236 W Oceanfront, Newport Beach, CA 92661, USA",1236,West Oceanfront,Balboa Peninsula,Orange County,California,92661,United States,municipal,City of Balboa Peninsula,OK,1242 W Oceanfront,"Newport Beach, CA  92661",United States,,
16456123,Pacifica Pier,37.6332581,-122.4944012,"2100 Beach Blvd, Pacifica, CA 94044, USA",2100,Beach Boulevard,Sharp Park,San Mateo County,California,94044,United States,municipal,City of Sharp Park,OK,2100 Beach Blvd,"Pacifica, CA  94044",United States,,
16465369,Salinas River State Beach,36.7835813,-121.7958666,"Q6M3+CM Moss Landing, CA, USA",,,Moss Landing,Monterey County,California,95039,United States,state,California State Parks,OK,110 Monterey Dunes Way,"Moss Landing, CA  95039",United States,,
16512400,Brandy Creek Beach,40.6171941,-122.5718235,"13124 Memorial Dr, French Gulch, CA 96033, USA",13124,Memorial Drive,French Gulch,Shasta County,California,96033,United States,municipal,City of French Gulch,OK,"Whiskeytown , CA 96095",United States,,,
16516090,Abalone Cove Beach,33.7422676,-118.382067,"PJR9+W5 Rancho Palos Verdes, CA, USA",,,Rancho Palos Verdes,Los Angeles County,California,,United States,municipal,City of Rancho Palos Verdes,OK,5970 Palos Verdes Dr S,"Rancho Palos Verdes, CA  90275",United States,,
16572936,Seabright State Beach,36.9633317,-122.0079641,"105 Seabright Ave, Santa Cruz, CA 95062, USA",105,Seabright Avenue,Seabright,Santa Cruz County,California,95062,United States,state,California State Parks,OK,1305 E Cliff Dr,"Santa Cruz, CA  95062",United States,,
16586776,La Piedra State Beach,34.0388624,-118.887713,"La Piedra Beach, Parking lot, La Piedra Beach Rd, Malibu, CA 90265, USA",,La Piedra Beach Road,Western Malibu,Los Angeles County,California,90265,United States,state,California State Parks,OK,32628 Pacific Coast Hwy,"Malibu, CA  90265",United States,,
16593920,Moon Dune Beach,39.2384192,-120.0399524,"7498 N Lake Blvd, Tahoe Vista, CA 96148, USA",7498,North Lake Boulevard,Tahoe Vista,Placer County,California,96148,United States,municipal,City of Tahoe Vista,OK,7530 N Lake Blvd,"Tahoe Vista, CA  96148",United States,,
16631228,Moonstone Beach,35.575138,-121.1139228,"6400 Moonstone Beach Dr, Cambria, CA 93428, USA",6400,Moonstone Beach Drive,Cambria,San Luis Obispo County,California,93428,United States,municipal,City of Cambria,OK,6216 Moonstone Beach Dr,"Cambria, CA  93428",United States,,
16641007,Seal Rock Creek beach,36.5884826,-121.9637293,"3105 17 Mile Dr, Pebble Beach, CA 93953, USA",3105,17 Mile Drive,Pebble Beach,Monterey County,California,93953,United States,municipal,City of Pebble Beach,OK,3105 17 Mile Dr,"Pebble Beach, CA  93953",United States,,
16647801,Sorrento Beach,34.0195144,-118.5099506,"800 Ocean Front Walk, Santa Monica, CA 90403, USA",800,Ocean Front Walk,Santa Monica,Los Angeles County,California,90403,United States,municipal,City of Santa Monica,OK,"930 Ocean Front Walk
Santa Monica, CA  90402
United States",,,,
16689171,Gold Bluffs Beach,41.3926066,-124.0698931,"9WVJ+22 Orick, CA, USA",,,Orick,Humboldt County,California,,United States,municipal,City of Orick,OK,"Orick, CA",United States,,,
16691088,Carmel Beach,36.5517133,-121.9295995,"H32C+M5 Carmel-by-the-Sea, CA, USA",,,Carmel-by-the-Sea,Monterey County,California,93921,United States,municipal,City of Carmel-by-the-Sea,OK,5–21 Scenic Rd,"Carmel, CA 93921",United States,,
16695374,Fisherman’s Cove Beach,33.5455054,-117.7959704,"800 Cliff Dr, Laguna Beach, CA 92651, USA",800,Cliff Drive,Laguna Beach,Orange County,California,92651,United States,municipal,City of Laguna Beach,OK,665 Cliff Dr,"Laguna Beach, CA  92651",United States,,
16727375,Point Molate Beach,37.9416849,-122.4107857,"Point Molate Beach Park, 527 Western Dr, Richmond, CA 94801, USA",527,Western Drive,Richmond,Contra Costa County,California,94801,United States,municipal,City of Richmond,OK,527 Western Dr,"Richmond, CA 94801",United States,,
16730190,Ocean Beach Tide Pools,32.7459913,-117.2547841,"1779 Ocean Front St, San Diego, CA 92107, USA",1779,Ocean Front Street,Point Loma,San Diego County,California,92107,United States,municipal,City of Point Loma,OK,1779 Ocean Front St,"San Diego, CA  92107",United States,,
16790649,Thousand Steps Beach,33.4977182,-117.7412617,"31951 Coast Hwy, Laguna Beach, CA 92651, USA",31951,Coast Highway,Laguna Beach,Orange County,California,92651,United States,municipal,City of Laguna Beach,OK,31972 Coast Hwy,"Laguna Beach, CA 92651",United States,,
16803166,Jenner Beach,38.4535551,-123.1330276,"Jenner Headlands, Jenner, CA, USA",,,Jenner,Sonoma County,California,,United States,municipal,City of Jenner,OK,,,,,
16813372,West Jetty View Beach,33.5945601,-117.8827085,"2172 E Oceanfront, Newport Beach, CA 92661, USA",2172,East Oceanfront,Balboa Peninsula,Orange County,California,92661,United States,municipal,City of Balboa Peninsula,OK,2300 Channel Rd,"Newport Beach, CA 92661",United States,,
16826446,Niguel Shores Beach,33.4707779,-117.718753,"33333 Pacific Coast Hwy, Dana Point, CA 92629, USA",33333,Pacific Coast Highway,Dana Point,Orange County,California,92629,United States,municipal,City of Dana Point,OK,10 Breakers Isle,"Dana Point, CA 92629",United States,,
16840202,California National Seashore,32.77266,-117.25299,"3229 Ocean Front Walk, San Diego, CA 92109, USA",3229,Ocean Front Walk,Mission Beach,San Diego County,California,92109,United States,federal,National Park Service / Federal,OK,Ocean Front Walk,"San Diego, CA  92109",United States,,
16893063,Golden Cove Beach,33.7532372,-118.4134044,"25 Via Del Cielo, Rancho Palos Verdes, CA 90275, USA",25,Via Del Cielo,Rancho Palos Verdes,Los Angeles County,California,90275,United States,municipal,City of Rancho Palos Verdes,OK,"Rancho Palos Verdes, CA  90275",United States,,,
16924870,Newport Municipal Beach,33.6082039,-117.9297996,"2111 W Oceanfront, Newport Beach, CA 92663, USA",2111,West Oceanfront,Balboa Peninsula,Orange County,California,92663,United States,municipal,City of Balboa Peninsula,OK,,,,,
16944270,Swami’s Beach,33.0344806,-117.2925316,"1341 1st St, Encinitas, CA 92024, USA",1341,1st Street,Encinitas,San Diego County,California,92024,United States,municipal,City of Encinitas,OK,1298 S Coast Hwy 101,"Encinitas, CA  92024",United States,,
16989564,Sandholdt Beach,36.7996349,-121.7898136,"7722 Sandholdt Rd, Moss Landing, CA 95039, USA",7722,Sandholdt Road,Moss Landing,Monterey County,California,95039,United States,municipal,City of Moss Landing,OK,From Salinas River State Beach Parking Lot,"Moss Landing, CA  95039",United States,,
17008851,Shell Beach,35.1741819,-120.7071808,"435 Indio Dr, Pismo Beach, CA 93449, USA",435,Indio Drive,Sunset Palisades,San Luis Obispo County,California,93449,United States,municipal,City of Sunset Palisades,OK,435 Indio Dr,"Pismo Beach, CA 93449",United States,,
17028129,Robert H Meyer Memorial State Beach,34.0388219,-118.8863304,"32636 Pacific Coast Hwy, Malibu, CA 90265, USA",32636,Pacific Coast Highway,Western Malibu,Los Angeles County,California,90265,United States,state,California State Parks,OK,32518 Pacific Coast Hwy,"Malibu, CA  90265",United States,,
17054297,Otter Cove,36.6307134,-121.9222698,"Perkins Park, 901 Ocean View Blvd, Pacific Grove, CA 93950, USA",901,Ocean View Boulevard,Pacific Grove,Monterey County,California,93950,United States,municipal,City of Pacific Grove,OK,863 Ocean View Blvd,"Pacific Grove, CA  93950",United States,,
17056586,William Randolph Hearst Memorial Beach,35.685438,-121.167673,"Casa Grande, San Simeon, CA 93452, USA",,,San Simeon,San Luis Obispo County,California,93452,United States,municipal,City of San Simeon,OK,3000 Hearst Castle Rd,"San Simeon, CA  93452",United States,,
17066076,Fruit Tree Beach,38.156306,-122.9070269,"534V+G5 Lairds Landing, CA, USA",,,Lairds Landing,Marin County,California,94937,United States,municipal,City of Lairds Landing,OK,6150 Pierce Point Rd,"Inverness, CA  94937",United States,,
17069944,RCA Beach,37.9025159,-122.6900232,"20 Ocean Ave, Bolinas, CA 94924, USA",20,Ocean Avenue,Bolinas,Marin County,California,94924,United States,municipal,City of Bolinas,OK,"Bolinas, CA  94924",United States,,,
17070553,Santa Monica Beach,34.010532,-118.486398,"497 Pico Blvd, Santa Monica, CA 90401, USA",497,Pico Boulevard,Santa Monica,Los Angeles County,California,90401,United States,municipal,City of Santa Monica,OK,443 Pacific Coast Hwy,"Santa Monica, CA  90402",United States,,
17072891,Big Rock Beach,34.0366976,-118.6093104,"19936 CA-1, Malibu, CA 90265, USA",19936,California 1,Eastern Malibu,Los Angeles County,California,90265,United States,municipal,City of Eastern Malibu,OK,19980 Pacific Coast Hwy,"Malibu, CA  90265",United States,,
17074709,Manhattan Beach,33.8818529,-118.4113312,"801 N The Strand, Manhattan Beach, CA 90266, USA",801,North The Strand,Manhattan Beach,Los Angeles County,California,90266,United States,municipal,City of Manhattan Beach,OK,400-4500 The Strand,"Manhattan Beach, CA 90266",United States,,
17077553,Wall Beach,38.1922179,-122.9411101,"53R5+VH Marshall, CA, USA",,,Marshall,Marin County,California,94940,United States,municipal,City of Marshall,OK,8180 Pierce Point Rd,"Inverness, CA  94937",United States,,
17082212,No Surf Beach,32.7272465,-117.2557993,"1022 Sunset Cliffs Blvd, San Diego, CA 92107, USA",1022,Sunset Cliffs Boulevard,Sunset Cliffs,San Diego County,California,92107,United States,municipal,City of Sunset Cliffs,OK,Sunset Cliffs Blvd and Hill St,"San Diego, CA 92107",United States,,
17127377,Pelican Point,33.5621928,-117.8243262,"8811 N Coast Hwy, Laguna Beach, CA 92651, USA",8811,North Coast Highway,Laguna Beach,Orange County,California,92651,United States,municipal,City of Laguna Beach,OK,8471 CA-1,"Laguna Beach, CA  92651",United States,,
17130261,Lifeguard Tower 26,33.99926,-118.4872745,"2559 Ocean Front Walk, Santa Monica, CA 90405, USA",2559,Ocean Front Walk,Santa Monica,Los Angeles County,California,90405,United States,municipal,City of Santa Monica,OK,2600 Ocean Front Walk,"Santa Monica, CA  90405",United States,,
17144959,Belmont Shore Beach,33.7544597,-118.1391621,"Lifeguard Hut Tower, 5100 E Ocean Blvd, Long Beach, CA 90803, USA",5100,East Ocean Boulevard,Long Beach,Los Angeles County,California,90803,United States,municipal,City of Long Beach,OK,4000 E Olympic Plaza,"Long Beach, CA  90803",United States,,
17249161,Alamitos Beach,33.7639146,-118.1755114,"Lifeguard Hut Tower, 98 S 8th Pl, Long Beach, CA 90802, USA",98,South 8th Place,Alamitos Beach,Los Angeles County,California,90802,United States,municipal,City of Alamitos Beach,OK,780 E Shoreline Dr,"Long Beach, CA  90802",United States,,
17266375,T-Street,33.4163857,-117.6177283,"339 W Paseo De Cristobal, San Clemente, CA 92672, USA",339,West Paseo De Cristobal,San Clemente,Orange County,California,92672,United States,municipal,City of San Clemente,OK,,,,,
17269988,El Matador State Beach,34.0379178,-118.8745514,"32350 Pacific Coast Hwy, Malibu, CA 90265, USA",32350,Pacific Coast Highway,Western Malibu,Los Angeles County,California,90265,United States,state,California State Parks,OK,"32215 Pacific Coast Hwy
Malibu, CA  90265
United States",,,,
17281469,Carlsbad Lagoon Dog Beach,33.1420153,-117.3208504,"4780 Bryce Cir, Carlsbad, CA 92008, USA",4780,Bryce Circle,Carlsbad,San Diego County,California,92008,United States,municipal,City of Carlsbad,OK,4751 Bayshore Dr,"Carlsbad, CA  92008",United States,,
17302835,Rocky Beach,34.039712,-118.5781255,"18552 Pacific Coast Hwy, Malibu, CA 90265, USA",18552,Pacific Coast Highway,Topanga,Los Angeles County,California,90265,United States,municipal,City of Topanga,OK,18134–18474 Pacific Coast Hwy,"Malibu, CA  90265",United States,,
17310565,Sullivans Beach,33.4618944,-118.52259,"FF6G+QX Two Harbors, CA, USA",,,Two Harbors,Los Angeles County,California,90704,United States,municipal,City of Two Harbors,OK,Santa Catalina Island,"Avalon, CA 90704",United States,,
17311840,Ben Weston Beach,33.3675276,-118.4812658,"9G99+2F Avalon, CA, USA",,,Avalon,Los Angeles County,California,90704,United States,municipal,City of Avalon,OK,Ben Weston Canyon Trail,"Avalon, CA  90704",United States,,
17335319,Healdsburg Veterans Memorial Beach,38.6034119,-122.8594215,"13905 Healdsburg Ave, Healdsburg, CA 95448, USA",13905,Healdsburg Avenue,Healdsburg,Sonoma County,California,95448,United States,municipal,City of Healdsburg,OK,13839 Old Redwood Highway,"Healdsburg, CA 95448",United States,,
17336078,Seaside Beach,39.5590513,-123.766405,"30120 CA-1, Fort Bragg, CA 95437, USA",30120,California 1,Fort Bragg,Mendocino County,California,95437,United States,municipal,City of Fort Bragg,OK,"30000 Shoreline Highway
Fort Bragg, CA  95437
United States",,,,
17371189,Schooner Gulch State Beach,38.8693929,-123.6570883,"V89V+Q5 Gallaway, CA, USA",,,Gallaway,Mendocino County,California,95468,United States,state,California State Parks,OK,Schooner Gulch Road and State Highway 1,"Point Arena, CA 95468",United States,,
17415741,Waddell State Beach,37.0962716,-122.2799014,"3637 Coast Rd, Davenport, CA 95017, USA",3637,Coast Road,Davenport,Santa Cruz County,California,95017,United States,state,California State Parks,OK,3600 Hwy One,"Davenport, CA 95017",United States,,
17418761,Escondido Beach,34.0234766,-118.7759643,"27700 Pacific Coast Hwy, Malibu, CA 90265, USA",27700,Pacific Coast Highway,Central Malibu,Los Angeles County,California,90265,United States,municipal,City of Central Malibu,OK,27420 Pacific Coast Highway,"Malibu, CA 90265",United States,,
17628031,Santa Monica Bay,34.009024,-118.497317,"200 Santa Monica Pier, Santa Monica, CA 90401, USA",200,Santa Monica Pier,Santa Monica,Los Angeles County,California,90401,United States,municipal,City of Santa Monica,OK,322 Colorado Ave,"Santa Monica, CA  90401",United States,,
17653424,Agate Street Beach,33.529192,-117.7733356,"1665 Viking Rd, Laguna Beach, CA 92651, USA",1665,Viking Road,Laguna Beach,Orange County,California,92651,United States,municipal,City of Laguna Beach,OK,100 Agate St,"Laguna Beach, CA  92651",United States,,
17664424,Mile Rock Beach,37.7873353,-122.5060948,"QFQV+5P, San Francisco, CA 94121, USA",,,Lincoln Park,San Francisco County,California,94121,United States,municipal,City of Lincoln Park,OK,"San Francisco, CA 94121",United States,,,
17666286,Betz Beach,33.4928051,-115.9069415,"F3VV+46 North Shore, CA, USA",,,North Shore,Riverside County,California,92254,United States,municipal,City of North Shore,OK,"Mecca, CA  92254",United States,,,
17726793,Ventura Pier Beach,34.2756091,-119.2922501,"529E E Harbor Blvd, Ventura, CA 93001, USA",529E,East Harbor Boulevard,Ventura,Ventura County,California,93001,United States,municipal,City of Ventura,OK,450 E Harbor Blvd,"Ventura, CA  93001",United States,,
17739151,Jalama Beach,34.5064385,-120.5003783,"GF4X+HR Lompoc, CA, USA",,,Lompoc,Santa Barbara County,California,,United States,municipal,City of Lompoc,OK,"Jalama Beach Rd
Lompoc CA 93436
United States",,,,
17744647,Point Reyes North Beach,38.0771474,-122.9758312,"32GF+VM Inverness, CA, USA",,,Inverness,Marin County,California,,United States,municipal,City of Inverness,OK,25000 Sir Francis Drake Blvd,"Inverness, CA  94937",United States,,
17776087,Blind Beach,38.4358754,-123.1216443,"CVPH+98 Jenner, CA, USA",,,Jenner,Sonoma County,California,95450,United States,municipal,City of Jenner,OK,Blind Beach,"Bodega Bay, CA  94923",United States,,
17799231,Mother's Beach,33.757885,-118.119367,"Marine Park | Mother's Beach, 5839 Appian Way, Long Beach, CA 90803, USA",5839,Appian Way,Naples,Los Angeles County,California,90803,United States,municipal,City of Naples,OK,5839 Appian Way,"Long Beach, CA 90803",United States,,
17807924,Cleo Street Beach,33.5369144,-117.7804434,"741 Ocean Front, Laguna Beach, CA 92651, USA",741,Ocean Front,Laguna Beach,Orange County,California,92651,United States,municipal,City of Laguna Beach,OK,715 Ocean Front,"Laguna Beach, CA  92651",United States,,
17809781,Cherry Beach,33.7630762,-118.1690526,"36 S 15th Pl, Long Beach, CA 90802, USA",36,South 15th Place,Alamitos Beach,Los Angeles County,California,90802,United States,municipal,City of Alamitos Beach,OK,700 E Shoreline Dr,"Long Beach, CA 90802",United States,,
17809897,Montara State Beach,37.5482041,-122.5137287,"GFXP+7G Montara, CA, USA",,,Montara,San Mateo County,California,,United States,state,California State Parks,OK,Montara South Beach Access,"Montara, CA  94037",United States,,
17896356,Huntington Beach Pier 15,33.64643,-117.987467,"11 Huntington Bch Bike Trl, Huntington Beach, CA 92646, USA",11,Huntington Beach Bike Trail,Huntington Beach,Orange County,California,92646,United States,municipal,City of Huntington Beach,OK,Huntington Beach Multi-Use Trl,"Huntington Beach, CA  92646",United States,,
17937761,Pleasure Point Beach County Park,36.957369,-121.9700176,"23515 E Cliff Dr, Santa Cruz, CA 95062, USA",23515,East Cliff Drive,Opal Cliffs,Santa Cruz County,California,95062,United States,county,Santa Cruz County County,OK,E Cliff Dr,"Santa Cruz, CA 95062",United States,,
17964783,Cress Street Beach,33.5315866,-117.7762485,"147 Gaviota Dr, Laguna Beach, CA 92651, USA",147,Gaviota Drive,Laguna Beach,Orange County,California,92651,United States,municipal,City of Laguna Beach,OK,150 Cress St,"Laguna Beach, CA  92651",United States,,
18004451,Castle Rock Beach,34.0406618,-118.5633654,"17810 Porto Marina Way, Pacific Palisades, CA 90272, USA",17810,Porto Marina Way,Pacific Palisades,Los Angeles County,California,90272,United States,municipal,City of Pacific Palisades,OK,17832–17944 Pacific Coast Hwy,"Malibu, CA  90265",United States,,
